"","id","gender","nat","lang","age","ip","c_mt","w_id","f_t","t_ini","t_end","trials_n","version","id_p","trial","cond","ex1","ex2","ex3","fep","t_in","t1","t2","t_out","t_in_rep","t1_rep","t2_rep","t_out_rep","rt"
"5362",286,"M","United","English",1985,"24.27.107.47","YVVM83Z","APB2WO5F0WKDH",0.466667,"13:40:57","13:46:33",22,"amb_A1",286,11,"fep","dindon","elephant","mesange","tortue","geko","macareux","emu","jellyfish2",0,1,1,0,14881
"5364",300,"M","United","English",1974,"24.246.115.90","CYCBQJY","A1XIAEEPS1B2M4",0.35,"13:44:12","13:51:48",22,"amb_A1",300,11,"fep","lycaon","beaver","wolf","rhino","phacoch","dog","black_bear","elephant",0,1,1,0,31744
"5369",299,"F","United","English",1983,"69.64.139.66","N3HJKLF","A124NJNCAG5E6E",1.53333,"13:43:47","13:53:17",22,"amb_A1",299,1,"filler_yes","felis","snow_lep","red_panda","dog","leopard","panther","potiron","white_bear",1,1,0,0,15767
"5370",284,"M","United","English",1992,"98.220.131.79","LNJ2UC","A25GETDAE14BCV",0.433333,"13:40:39","13:45:25",22,"amb_A1",284,21,"filler_yes","swan","hawk","pelican","colchique","tera","paon","pinguouin","cocci",1,1,0,0,12619
"5371",286,"M","United","English",1985,"24.27.107.47","YVVM83Z","APB2WO5F0WKDH",0.466667,"13:40:57","13:46:33",22,"amb_A1",286,12,"filler_no","actinia","anthopleura","corynactis","mussida","black_bear","peach","perruche","cobra",0,0,0,0,12001
"5374",288,"F","United","English",1972,"108.8.203.199","ALKSJEF","AO63KMU3PGNJA",0.55,"13:41:09","13:49:03",22,"amb_A1",288,8,"filler_fep","capincho","beaver","porcupine","corynactis","hamster","squirrel","mouse","pin_sylvestre",0,0,0,1,18297
"5376",291,"M","United","English",1977,"52.129.8.50","ZN6YLVN","A3AW92ZT3WY05A",0.483333,"13:42:04","13:48:39",22,"amb_A1",291,9,"fep","capri","baboon","cow","rhino","zebra","bison","oryx","frog",1,1,1,0,19375
"5381",286,"M","United","English",1985,"24.27.107.47","YVVM83Z","APB2WO5F0WKDH",0.466667,"13:40:57","13:46:33",22,"amb_A1",286,16,"dist","mycena","morchella","mycena2","trametes","calocera","mycena3","boletus","cassiopea",0,1,1,0,11907
"5383",285,"F","United","English",1981,"99.163.111.154","LTFV9VR","A2D8LCIPXR0JOR",0.616667,"13:40:47","13:51:39",22,"amb_A1",285,8,"dist","rat","chimp","hamster","porcupine","rabbit","mouse","squirrel","black_bear",1,1,1,1,68424
"5384",286,"M","United","English",1985,"24.27.107.47","YVVM83Z","APB2WO5F0WKDH",0.466667,"13:40:57","13:46:33",22,"amb_A1",286,15,"filler_yes","iris","lilium","hyacinth","ara","orchid2","cephalantera","hyacinth2","orchid",1,1,1,0,8678
"5386",286,"M","United","English",1985,"24.27.107.47","YVVM83Z","APB2WO5F0WKDH",0.466667,"13:40:57","13:46:33",22,"amb_A1",286,13,"filler_fep","macareux","perruche","duck","diplora","chouette","mesange","swan","tera",1,1,1,0,11074
"5390",294,"M","United","Romanian",1986,"73.48.254.237","KETA8PJ","A2EABC3X5VMZ95",0.283333,"13:43:09","13:49:11",22,"amb_A1",294,3,"fep","bouleau","nenuphar","chestnut","cactus3","bux","oak","pears","juniperus",1,1,0,1,25889
"5393",288,"F","United","English",1972,"108.8.203.199","ALKSJEF","AO63KMU3PGNJA",0.55,"13:41:09","13:49:03",22,"amb_A1",288,6,"fep","alces","squirrel","oryx","pig","rhino","cerf","capri","frog",0,1,1,0,20998
"5397",288,"F","United","English",1972,"108.8.203.199","ALKSJEF","AO63KMU3PGNJA",0.55,"13:41:09","13:49:03",22,"amb_A1",288,7,"filler_no","dindon","tera","perruche","starfish2","duck","horn","cruentomycena","geoglossum",0,0,0,1,7218
"5399",284,"M","United","English",1992,"98.220.131.79","LNJ2UC","A25GETDAE14BCV",0.433333,"13:40:39","13:45:25",22,"amb_A1",284,19,"filler_fep","ara","pelican","pinguouin","lilium","owl","duck","rouge","mesange",1,1,1,0,6921
"5400",286,"M","United","English",1985,"24.27.107.47","YVVM83Z","APB2WO5F0WKDH",0.466667,"13:40:57","13:46:33",22,"amb_A1",286,14,"filler_yes","hyacinth","colchique","orchid2","lemur","hyacinth2","iris","orchid","cephalantera",1,1,1,0,8738
"5401",284,"M","United","English",1992,"98.220.131.79","LNJ2UC","A25GETDAE14BCV",0.433333,"13:40:39","13:45:25",22,"amb_A1",284,20,"dist","amanite2","hypocreopsis","amanite1","phellodon","calocera","amanite3","boletus","corynactis",0,1,1,0,10119
"5403",291,"M","United","English",1977,"52.129.8.50","ZN6YLVN","A3AW92ZT3WY05A",0.483333,"13:42:04","13:48:39",22,"amb_A1",291,7,"filler_yes","ara","tera","hawk","night_butter","mesange","dindon","macareux","aleuria",1,0,1,0,13938
"5408",294,"M","United","Romanian",1986,"73.48.254.237","KETA8PJ","A2EABC3X5VMZ95",0.283333,"13:43:09","13:49:11",22,"amb_A1",294,1,"filler_yes","felis","snow_lep","red_panda","dog","leopard","panther","potiron","white_bear",0,0,1,0,15721
"5412",294,"M","United","Romanian",1986,"73.48.254.237","KETA8PJ","A2EABC3X5VMZ95",0.283333,"13:43:09","13:49:11",22,"amb_A1",294,2,"filler_no","hippopotame","pig","cow","acropora","cerf","phellodon","urchin","ganoderma",0,0,0,1,13148
"5414",284,"M","United","English",1992,"98.220.131.79","LNJ2UC","A25GETDAE14BCV",0.433333,"13:40:39","13:45:25",22,"amb_A1",284,22,"filler_yes","giraffe","bison","cerf","cephalantera","okapi","alces","cow","capri",1,1,1,0,14023
"5415",299,"F","United","English",1983,"69.64.139.66","N3HJKLF","A124NJNCAG5E6E",1.53333,"13:43:47","13:53:17",22,"amb_A1",299,2,"fep","swan","elephant","owl","tortue","geko","ara","casuarius","jellyfish",0,1,1,0,16999
"5418",300,"M","United","English",1974,"24.246.115.90","CYCBQJY","A1XIAEEPS1B2M4",0.35,"13:44:12","13:51:48",22,"amb_A1",300,1,"filler_yes","felis","snow_lep","red_panda","dog","leopard","panther","potiron","lycaon",1,1,0,0,36561
"5422",291,"M","United","English",1977,"52.129.8.50","ZN6YLVN","A3AW92ZT3WY05A",0.483333,"13:42:04","13:48:39",22,"amb_A1",291,8,"filler_yes","macareux","dindon","swan","amanite2","mesange","pinguouin","perruche","iris",1,1,1,1,10649
"5430",291,"M","United","English",1977,"52.129.8.50","ZN6YLVN","A3AW92ZT3WY05A",0.483333,"13:42:04","13:48:39",22,"amb_A1",291,12,"filler_no","perruche","paon","dindon","cactus2","pelican","victoria","starfish","libellule",0,0,0,1,7490
"5432",291,"M","United","English",1977,"52.129.8.50","ZN6YLVN","A3AW92ZT3WY05A",0.483333,"13:42:04","13:48:39",22,"amb_A1",291,10,"filler_fep","duck","owl","pelican","orchid2","chouette","rouge","ara","hyacinth2",1,1,1,1,9885
"5433",285,"F","United","English",1981,"99.163.111.154","LTFV9VR","A2D8LCIPXR0JOR",0.616667,"13:40:47","13:51:39",22,"amb_A1",285,10,"filler_fep","pelican","duck","hawk","cypre","paon","perruche","mesange","swan",1,1,1,1,18251
"5434",286,"M","United","English",1985,"24.27.107.47","YVVM83Z","APB2WO5F0WKDH",0.466667,"13:40:57","13:46:33",22,"amb_A1",286,17,"dist","alces","lycaon","oryx","phacoch","lama","cerf","capri","beaver",1,1,1,0,9221
"5436",286,"M","United","English",1985,"24.27.107.47","YVVM83Z","APB2WO5F0WKDH",0.466667,"13:40:57","13:46:33",22,"amb_A1",286,18,"filler_fep","pelican","duck","ara","mycena2","rouge","macareux","mesange","colchique",1,1,1,0,9809
"5438",288,"F","United","English",1972,"108.8.203.199","ALKSJEF","AO63KMU3PGNJA",0.55,"13:41:09","13:49:03",22,"amb_A1",288,11,"fep","oryx","dog","cerf","hippopotame","pig2","alces","cow","lemur",0,1,0,0,45155
"5442",291,"M","United","English",1977,"52.129.8.50","ZN6YLVN","A3AW92ZT3WY05A",0.483333,"13:42:04","13:48:39",22,"amb_A1",291,13,"filler_yes","perruche","swan","duck","orchid2","macareux","rouge","mesange","nenuphar",1,1,1,1,6837
"5447",285,"F","United","English",1981,"99.163.111.154","LTFV9VR","A2D8LCIPXR0JOR",0.616667,"13:40:47","13:51:39",22,"amb_A1",285,9,"fep","gorilla","phacoch","baboon","tarsier","lemur","chimp","cacajao","elephant",1,1,0,1,21782
"5450",294,"M","United","Romanian",1986,"73.48.254.237","KETA8PJ","A2EABC3X5VMZ95",0.283333,"13:43:09","13:49:11",22,"amb_A1",294,5,"fep","peach","orchid","apples","baobab","cactus","pears","bouleau","nymph",0,1,0,1,11811
"5452",288,"F","United","English",1972,"108.8.203.199","ALKSJEF","AO63KMU3PGNJA",0.55,"13:41:09","13:49:03",22,"amb_A1",288,9,"dist","cactus3","pin_sylvestre","cactus","bux","hyacinth2","cactus2","peach","jellyfish3",0,1,0,0,7207
"5455",299,"F","United","English",1983,"69.64.139.66","N3HJKLF","A124NJNCAG5E6E",1.53333,"13:43:47","13:53:17",22,"amb_A1",299,4,"fep","oryx","gorilla","cerf","rhino","cat","alces","capri","frog",0,1,1,0,18496
"5457",300,"M","United","English",1974,"24.246.115.90","CYCBQJY","A1XIAEEPS1B2M4",0.35,"13:44:12","13:51:48",22,"amb_A1",300,2,"dist","lemur","salamandre","chimp","zebra","elephant","baboon","mouse","jellyfish2",0,1,1,0,48918
"5460",291,"M","United","English",1977,"52.129.8.50","ZN6YLVN","A3AW92ZT3WY05A",0.483333,"13:42:04","13:48:39",22,"amb_A1",291,14,"dist","peach","hyacinth2","pears","baobab","cactus3","apples","bouleau","victoria",0,1,0,0,23047
"5461",294,"M","United","Romanian",1986,"73.48.254.237","KETA8PJ","A2EABC3X5VMZ95",0.283333,"13:43:09","13:49:11",22,"amb_A1",294,4,"filler_no","dindon","ara","perruche","duck","hyacinth","geoglossum","iris","starfish",0,0,0,0,13823
"5462",286,"M","United","English",1985,"24.27.107.47","YVVM83Z","APB2WO5F0WKDH",0.466667,"13:40:57","13:46:33",22,"amb_A1",286,22,"filler_no","mesange","duck","pelican","baobab","swan","cephalantera","hygrophoropsis","oak",0,0,0,0,6276
"5467",286,"M","United","English",1985,"24.27.107.47","YVVM83Z","APB2WO5F0WKDH",0.466667,"13:40:57","13:46:33",22,"amb_A1",286,19,"fep","camel","gorilla","lama","cheval","cat","dromadaire","giraffe","frog",0,1,1,0,18131
"5470",288,"F","United","English",1972,"108.8.203.199","ALKSJEF","AO63KMU3PGNJA",0.55,"13:41:09","13:49:03",22,"amb_A1",288,10,"dist","horn","cephalantera","chestnut","baobab","cactus2","bouleau","apples","nymph",0,1,0,0,11631
"5474",294,"M","United","Romanian",1986,"73.48.254.237","KETA8PJ","A2EABC3X5VMZ95",0.283333,"13:43:09","13:49:11",22,"amb_A1",294,6,"fep","baobab","taxus","peach","bux","hyacinth","horn","aster","jellyfish2",0,1,0,0,17294
"5476",291,"M","United","English",1977,"52.129.8.50","ZN6YLVN","A3AW92ZT3WY05A",0.483333,"13:42:04","13:48:39",22,"amb_A1",291,11,"dist","hawk","rhino","chouette","tortue","geko","tera","casuarius","jellyfish3",0,1,1,0,7964
"5479",286,"M","United","English",1985,"24.27.107.47","YVVM83Z","APB2WO5F0WKDH",0.466667,"13:40:57","13:46:33",22,"amb_A1",286,20,"filler_yes","swan","pelican","tera","cactus","mesange","dindon","hawk","duck",1,1,1,0,8871
"5481",299,"F","United","English",1983,"69.64.139.66","N3HJKLF","A124NJNCAG5E6E",1.53333,"13:43:47","13:53:17",22,"amb_A1",299,3,"filler_yes","pelican","owl","hawk","cypre","pinguouin","chouette","paon","butterfly",1,1,0,0,36704
"5486",286,"M","United","English",1985,"24.27.107.47","YVVM83Z","APB2WO5F0WKDH",0.466667,"13:40:57","13:46:33",22,"amb_A1",286,21,"filler_no","anthopleura","corynactis","actinia","acropora","camel","pig","pig2","mesange",0,0,0,0,11167
"5488",294,"M","United","Romanian",1986,"73.48.254.237","KETA8PJ","A2EABC3X5VMZ95",0.283333,"13:43:09","13:49:11",22,"amb_A1",294,7,"dist","mycena3","geoglossum","mycena","trametes","calocera","mycena2","boletus","jellyfish",1,1,1,0,8449
"5490",303,"M","United","English",1992,"64.6.121.201","9P7HX9Q","AABZ7RZANNX5Z",0.35,"13:45:42","13:51:21",22,"amb_A1",303,11,"dist","capri","lion","bison","hippopotame","phacoch","cow","alces","beaver",1,1,1,1,15143
"5492",299,"F","United","English",1983,"69.64.139.66","N3HJKLF","A124NJNCAG5E6E",1.53333,"13:43:47","13:53:17",22,"amb_A1",299,6,"filler_no","duck","pelican","pinguouin","iris","ara","jellyfish","corynactis","cephalantera",0,0,0,1,11233
"5493",291,"M","United","English",1977,"52.129.8.50","ZN6YLVN","A3AW92ZT3WY05A",0.483333,"13:42:04","13:48:39",22,"amb_A1",291,17,"fep","cerf","wolf","oryx","hippopotame","pig2","alces","cow","porcupine",0,1,1,1,15146
"5495",304,"M","United","English",1993,"71.199.114.166","SMFNZCR","A12ZKKA42C4MQJ",0.583333,"13:46:04","13:52:42",22,"amb_A1",304,1,"filler_yes","felis","snow_lep","red_panda","dog","leopard","panther","potiron","white_bear",1,1,0,0,12979
"5497",300,"M","United","English",1974,"24.246.115.90","CYCBQJY","A1XIAEEPS1B2M4",0.35,"13:44:12","13:51:48",22,"amb_A1",300,3,"fep","bouleau","taxus","oak","cactus2","bux","horn","pears","jellyfish",0,1,0,0,39168
"5502",303,"M","United","English",1992,"64.6.121.201","9P7HX9Q","AABZ7RZANNX5Z",0.35,"13:45:42","13:51:21",22,"amb_A1",303,2,"dist","black_bear","geko","panda","rhino","elephant","ours","dog","jellyfish",1,1,1,0,14312
"5506",303,"M","United","English",1992,"64.6.121.201","9P7HX9Q","AABZ7RZANNX5Z",0.35,"13:45:42","13:51:21",22,"amb_A1",303,3,"filler_no","mesange","chouette","paon","pinguouin","mycena2","aster","morchella","jellyfish3",0,0,0,0,13584
"5507",294,"M","United","Romanian",1986,"73.48.254.237","KETA8PJ","A2EABC3X5VMZ95",0.283333,"13:43:09","13:49:11",22,"amb_A1",294,8,"filler_yes","hippopotame","cow","capri","hyacinth2","bison","oryx","okapi","vibrissea",1,1,1,1,8056
"5510",294,"M","United","Romanian",1986,"73.48.254.237","KETA8PJ","A2EABC3X5VMZ95",0.283333,"13:43:09","13:49:11",22,"amb_A1",294,12,"filler_no","ara","swan","macareux","fly","hawk","horn","moskito","bouleau",0,0,0,1,4309
"5512",294,"M","United","Romanian",1986,"73.48.254.237","KETA8PJ","A2EABC3X5VMZ95",0.283333,"13:43:09","13:49:11",22,"amb_A1",294,9,"dist","bison","panda","capri","phacoch","lama","cow","cerf","lemur",1,1,1,0,14079
"5515",288,"F","United","English",1972,"108.8.203.199","ALKSJEF","AO63KMU3PGNJA",0.55,"13:41:09","13:49:03",22,"amb_A1",288,13,"filler_yes","pinguouin","chouette","owl","morchella","pelican","paon","macareux","taxus",1,1,1,1,17658
"5516",294,"M","United","Romanian",1986,"73.48.254.237","KETA8PJ","A2EABC3X5VMZ95",0.283333,"13:43:09","13:49:11",22,"amb_A1",294,11,"dist","capri","black_bear","cow","lama","camel","bison","alces","beaver",1,1,1,0,10429
"5517",285,"F","United","English",1981,"99.163.111.154","LTFV9VR","A2D8LCIPXR0JOR",0.616667,"13:40:47","13:51:39",22,"amb_A1",285,11,"dist","lycaon","gorilla","wolf","rhino","cheval","dog","ours","toad",0,1,0,0,11664
"5522",291,"M","United","English",1977,"52.129.8.50","ZN6YLVN","A3AW92ZT3WY05A",0.483333,"13:42:04","13:48:39",22,"amb_A1",291,15,"filler_fep","mesange","tera","chouette","peach","hawk","swan","paon","baobab",1,1,1,1,17531
"5523",305,"F","United","English",1977,"172.10.15.141","N8TKZ7","AUX0ZAY9HWUK7",0.666667,"13:46:12","13:52:46",22,"amb_A1",305,2,"dist","chimp","mouse","baboon","tarsier","lemur","gorilla","cacajao","phacoch",1,1,1,0,13538
"5525",294,"M","United","Romanian",1986,"73.48.254.237","KETA8PJ","A2EABC3X5VMZ95",0.283333,"13:43:09","13:49:11",22,"amb_A1",294,10,"dist","cerf","chita","oryx","hippopotame","phacoch","alces","cow","rabbit",1,1,1,0,9946
"5526",288,"F","United","English",1972,"108.8.203.199","ALKSJEF","AO63KMU3PGNJA",0.55,"13:41:09","13:49:03",22,"amb_A1",288,12,"filler_no","duck","hawk","ara","pinguouin","chestnut","toxicodon","spider","phellodon",0,0,0,0,8553
"5528",299,"F","United","English",1983,"69.64.139.66","N3HJKLF","A124NJNCAG5E6E",1.53333,"13:43:47","13:53:17",22,"amb_A1",299,5,"dist","cow","ours","capri","hippopotame","pig2","bison","alces","beaver",0,1,1,0,21786
"5531",303,"M","United","English",1992,"64.6.121.201","9P7HX9Q","AABZ7RZANNX5Z",0.35,"13:45:42","13:51:21",22,"amb_A1",303,1,"filler_yes","felis","snow_lep","red_panda","dog","leopard","panther","potiron","white_bear",1,1,0,0,24290
"5535",285,"F","United","English",1981,"99.163.111.154","LTFV9VR","A2D8LCIPXR0JOR",0.616667,"13:40:47","13:51:39",22,"amb_A1",285,12,"fep","cerf","panda","oryx","phacoch","lama","alces","bison","porcupine",1,1,0,0,18637
"5539",288,"F","United","English",1972,"108.8.203.199","ALKSJEF","AO63KMU3PGNJA",0.55,"13:41:09","13:49:03",22,"amb_A1",288,15,"fep","lycaon","lemur","wolf","rhino","cheval","dog","ours","elephant",0,1,0,0,17859
"5540",294,"M","United","Romanian",1986,"73.48.254.237","KETA8PJ","A2EABC3X5VMZ95",0.283333,"13:43:09","13:49:11",22,"amb_A1",294,13,"filler_fep","hygrophoropsis","amanite1","cruentomycena","bouleau","mycena3","amanite3","mycena","cat",1,1,1,1,6007
"5542",305,"F","United","English",1977,"172.10.15.141","N8TKZ7","AUX0ZAY9HWUK7",0.666667,"13:46:12","13:52:46",22,"amb_A1",305,1,"filler_yes","felis","snow_lep","red_panda","dog","leopard","panther","potiron","white_bear",1,1,0,0,9590
"5544",288,"F","United","English",1972,"108.8.203.199","ALKSJEF","AO63KMU3PGNJA",0.55,"13:41:09","13:49:03",22,"amb_A1",288,14,"filler_fep","perruche","rouge","macareux","fomitopsis","duck","swan","paon","pelican",1,1,1,1,9651
"5548",291,"M","United","English",1977,"52.129.8.50","ZN6YLVN","A3AW92ZT3WY05A",0.483333,"13:42:04","13:48:39",22,"amb_A1",291,16,"filler_fep","perruche","hawk","tera","orchid2","duck","mesange","pelican","chouette",1,1,1,1,20260
"5549",285,"F","United","English",1981,"99.163.111.154","LTFV9VR","A2D8LCIPXR0JOR",0.616667,"13:40:47","13:51:39",22,"amb_A1",285,14,"fep","apples","iris","peach","baobab","cactus3","pears","chestnut","nenuphar",0,1,0,1,35230
"5550",285,"F","United","English",1981,"99.163.111.154","LTFV9VR","A2D8LCIPXR0JOR",0.616667,"13:40:47","13:51:39",22,"amb_A1",285,13,"filler_yes","pinguouin","duck","mesange","cricket","chouette","macareux","tera","owl",1,1,1,1,14998
"5551",299,"F","United","English",1983,"69.64.139.66","N3HJKLF","A124NJNCAG5E6E",1.53333,"13:43:47","13:53:17",22,"amb_A1",299,7,"fep","chestnut","orchid2","bouleau","baobab","cactus","oak","apples","nymph",0,0,0,0,18419
"5554",300,"M","United","English",1974,"24.246.115.90","CYCBQJY","A1XIAEEPS1B2M4",0.35,"13:44:12","13:51:48",22,"amb_A1",300,4,"fep","cerf","lycaon","oryx","pig","lama","alces","capri","beaver",0,1,1,0,43302
"5556",304,"M","United","English",1993,"71.199.114.166","SMFNZCR","A12ZKKA42C4MQJ",0.583333,"13:46:04","13:52:42",22,"amb_A1",304,2,"filler_fep","pinguouin","mesange","perruche","baobab","chouette","ara","rouge","tera",1,1,1,1,14875
"5559",291,"M","United","English",1977,"52.129.8.50","ZN6YLVN","A3AW92ZT3WY05A",0.483333,"13:42:04","13:48:39",22,"amb_A1",291,19,"dist","bouleau","piceap","chestnut","pachys","cephalantera","oak","apples","cassiopea",0,1,0,0,11245
"5561",303,"M","United","English",1992,"64.6.121.201","9P7HX9Q","AABZ7RZANNX5Z",0.35,"13:45:42","13:51:21",22,"amb_A1",303,5,"fep","apples","toxicodon","pears","baobab","cactus3","peach","horn","nymph",0,1,0,1,15819
"5562",294,"M","United","Romanian",1986,"73.48.254.237","KETA8PJ","A2EABC3X5VMZ95",0.283333,"13:43:09","13:49:11",22,"amb_A1",294,16,"dist","mouse","pig","hamster","porcupine","lemur","rat","squirrel","elephant",1,1,1,0,7908
"5564",305,"F","United","English",1977,"172.10.15.141","N8TKZ7","AUX0ZAY9HWUK7",0.666667,"13:46:12","13:52:46",22,"amb_A1",305,3,"dist","black_bear","lemur","panda","tiger","pig2","ours","wolf","elephant",0,1,0,0,13480
"5567",288,"F","United","English",1972,"108.8.203.199","ALKSJEF","AO63KMU3PGNJA",0.55,"13:41:09","13:49:03",22,"amb_A1",288,16,"dist","apples","nenuphar","peach","cactus","pachys","pears","oak","edulis",0,1,0,0,8255
"5570",291,"M","United","English",1977,"52.129.8.50","ZN6YLVN","A3AW92ZT3WY05A",0.483333,"13:42:04","13:48:39",22,"amb_A1",291,20,"fep","ours","lemur","panda","cat","hippopotame","black_bear","dog","elephant",0,1,1,0,15140
"5573",303,"M","United","English",1992,"64.6.121.201","9P7HX9Q","AABZ7RZANNX5Z",0.35,"13:45:42","13:51:21",22,"amb_A1",303,6,"dist","cow","lion","capri","lama","dromadaire","bison","cerf","rabbit",0,1,1,0,24333
"5581",294,"M","United","Romanian",1986,"73.48.254.237","KETA8PJ","A2EABC3X5VMZ95",0.283333,"13:43:09","13:49:11",22,"amb_A1",294,17,"dist","chimp","capri","baboon","lemur","capincho","gorilla","cacajao","toad",1,1,1,0,10321
"5582",294,"M","United","Romanian",1986,"73.48.254.237","KETA8PJ","A2EABC3X5VMZ95",0.283333,"13:43:09","13:49:11",22,"amb_A1",294,15,"filler_yes","pinguouin","macareux","duck","jellyfish2","dindon","owl","chouette","mycena",0,0,0,1,11594
"5583",300,"M","United","English",1974,"24.246.115.90","CYCBQJY","A1XIAEEPS1B2M4",0.35,"13:44:12","13:51:48",22,"amb_A1",300,5,"filler_fep","rouge","paon","pelican","pachys","pinguouin","duck","chouette","lilium",0,1,1,0,22431
"5584",304,"M","United","English",1993,"71.199.114.166","SMFNZCR","A12ZKKA42C4MQJ",0.583333,"13:46:04","13:52:42",22,"amb_A1",304,3,"dist","cruentomycena","hypocreopsis","mycena2","trametes","calocera","mycena3","boletus","corynactis",0,1,1,0,17452
"5585",299,"F","United","English",1983,"69.64.139.66","N3HJKLF","A124NJNCAG5E6E",1.53333,"13:43:47","13:53:17",22,"amb_A1",299,8,"filler_fep","duck","chouette","mesange","cactus2","paon","pinguouin","pelican","rouge",1,0,1,1,19928
"5586",294,"M","United","Romanian",1986,"73.48.254.237","KETA8PJ","A2EABC3X5VMZ95",0.283333,"13:43:09","13:49:11",22,"amb_A1",294,14,"filler_fep","macareux","pelican","ara","cocci","pinguouin","mesange","duck","cactus3",1,1,1,1,5191
"5587",306,"F","United","English",1985,"98.176.4.127","FEP5L","A2US16825HDCK7",0.55,"13:46:19","13:54:04",22,"amb_A1",306,1,"filler_yes","felis","snow_lep","red_panda","dog","leopard","panther","potiron","white_bear",1,1,0,0,15509
"5590",288,"F","United","English",1972,"108.8.203.199","ALKSJEF","AO63KMU3PGNJA",0.55,"13:41:09","13:49:03",22,"amb_A1",288,17,"filler_yes","okapi","alces","cerf","libellule2","cow","capri","giraffe","fomitopsis",0,1,0,0,10553
"5591",303,"M","United","English",1992,"64.6.121.201","9P7HX9Q","AABZ7RZANNX5Z",0.35,"13:45:42","13:51:21",22,"amb_A1",303,4,"dist","peach","nenuphar","apples","cactus","pachys","pears","bouleau","pin_sylvestre",1,1,0,0,13162
"5594",305,"F","United","English",1977,"172.10.15.141","N8TKZ7","AUX0ZAY9HWUK7",0.666667,"13:46:12","13:52:46",22,"amb_A1",305,4,"fep","cactus","edulis","cactus3","toxicodon","victoria","cactus2","pears","jellyfish3",0,1,0,0,18076
"5595",291,"M","United","English",1977,"52.129.8.50","ZN6YLVN","A3AW92ZT3WY05A",0.483333,"13:42:04","13:48:39",22,"amb_A1",291,18,"dist","oak","hyacinth","horn","cactus2","pachys","chestnut","peach","taxus",1,1,1,1,17853
"5597",299,"F","United","English",1983,"69.64.139.66","N3HJKLF","A124NJNCAG5E6E",1.53333,"13:43:47","13:53:17",22,"amb_A1",299,10,"filler_no","hippopotame","alces","giraffe","hygrophoropsis","cerf","phellodon","cypre","cruentomycena",0,0,0,1,25680
"5599",288,"F","United","English",1972,"108.8.203.199","ALKSJEF","AO63KMU3PGNJA",0.55,"13:41:09","13:49:03",22,"amb_A1",288,19,"filler_no","duck","pelican","ara","guepe","dindon","oak","anthopleura","beetle",0,0,0,1,6178
"5600",306,"F","United","English",1985,"98.176.4.127","FEP5L","A2US16825HDCK7",0.55,"13:46:19","13:54:04",22,"amb_A1",306,2,"dist","bison","squirrel","capri","panda","wolf","cow","cerf","frog",1,1,1,0,18859
"5607",305,"F","United","English",1977,"172.10.15.141","N8TKZ7","AUX0ZAY9HWUK7",0.666667,"13:46:12","13:52:46",22,"amb_A1",305,5,"filler_fep","hippopotame","pig","capri","hygrophoropsis","oryx","alces","okapi","cow",1,1,1,1,20908
"5609",304,"M","United","English",1993,"71.199.114.166","SMFNZCR","A12ZKKA42C4MQJ",0.583333,"13:46:04","13:52:42",22,"amb_A1",304,4,"filler_no","pelican","duck","ara","aster","chouette","mycena3","morchella","fomitopsis",0,0,0,1,12122
"5610",285,"F","United","English",1981,"99.163.111.154","LTFV9VR","A2D8LCIPXR0JOR",0.616667,"13:40:47","13:51:39",22,"amb_A1",285,15,"dist","cactus2","cypre","cactus","bux","iris","cactus3","pears","cassiopea",0,0,0,0,39122
"5612",288,"F","United","English",1972,"108.8.203.199","ALKSJEF","AO63KMU3PGNJA",0.55,"13:41:09","13:49:03",22,"amb_A1",288,18,"dist","cactus","victoria","cactus2","pachys","colchique","cactus3","aster","cypre",0,1,0,1,15328
"5613",299,"F","United","English",1983,"69.64.139.66","N3HJKLF","A124NJNCAG5E6E",1.53333,"13:43:47","13:53:17",22,"amb_A1",299,9,"filler_fep","capincho","porcupine","hamster","beetle","squirrel","mouse","beaver","apples",1,1,1,1,22806
"5616",294,"M","United","Romanian",1986,"73.48.254.237","KETA8PJ","A2EABC3X5VMZ95",0.283333,"13:43:09","13:49:11",22,"amb_A1",294,18,"fep","mesange","rhino","ara","tortue","geko","hawk","emu","jellyfish3",0,1,1,0,12960
"5618",306,"F","United","English",1985,"98.176.4.127","FEP5L","A2US16825HDCK7",0.55,"13:46:19","13:54:04",22,"amb_A1",306,5,"fep","horn","colchique","bouleau","cactus","pachys","chestnut","pears","juniperus",0,1,0,0,26968
"5619",294,"M","United","Romanian",1986,"73.48.254.237","KETA8PJ","A2EABC3X5VMZ95",0.283333,"13:43:09","13:49:11",22,"amb_A1",294,19,"fep","oak","nymph","horn","cactus","pachys","chestnut","apples","cypre",1,1,0,0,13527
"5621",310,"M","United","English",1982,"70.89.194.89","85BZCE3","A29M6599UST2FU",0.383333,"13:47:23","13:51:13",22,"amb_A1",310,2,"dist","chestnut","colchique","oak","cactus2","pachys","horn","pears","taxus",1,1,1,0,12770
"5623",300,"M","United","English",1974,"24.246.115.90","CYCBQJY","A1XIAEEPS1B2M4",0.35,"13:44:12","13:51:48",22,"amb_A1",300,9,"dist","capri","black_bear","cow","hippopotame","pig","bison","oryx","rabbit",0,1,1,0,22761
